event_id,timestamp_start,timestamp_end,event_type,road_id,location_description,severity,duration_minutes,affected_lanes,response_team_dispatched,response_time_min,casualties,description,cause,weather_condition,road_name,road_type,length_km,lanes,speed_limit_kmh,capacity_vehicles_per_hour,has_bus_lane,has_bike_lane,surface_condition,last_maintenance_date,latitude_start,longitude_start,latitude_end,longitude_end,district,toll_rate_rp,avg_daily_traffic
EVT-01137,2024-01-28 13:03:00,2024-01-28 15:04:00,Kecelakaan,RD-0008,Jl. Diponegoro - Cikini,Moderate,121,3,1,31,0,Bahan berbahaya tumpah,Kendaraan mogok di jalan,Hujan Sedang,Jl. Segment 8,Jalan Lokal,2.1,2,30,828,0,1,Cukup,2022-08-01,-6.18944,106.825046,-6.18058,106.833229,PIK,0,900
EVT-01138,2024-01-26 07:52:00,2024-01-26 09:17:00,Jalan Ditutup,RD-0143,Jl. Proklamasi - Menteng,Moderate,85,3,1,16,0,Kecelakaan beruntun,Pemasangan marka jalan,Cerah,Jl. Segment 143,Jalan Tol,16.9,6,100,11292,1,0,Cukup,2023-02-09,-6.102091,106.754647,-6.097287,106.756416,Tangerang,25000,11268
EVT-01139,2024-01-10 22:59:00,2024-01-11 04:23:00,Konvoi,RD-0050,Jl. Raden Saleh - Salemba,Moderate,324,3,1,39,0,Konvoi kendaraan resmi,Festival jalanan,Hujan Ringan,Jl. Segment 50,Jalan Kolektor,1.3,4,50,5268,0,0,Rusak Ringan,2022-10-18,-6.289013,106.84468,-6.294917,106.858594,Senen,0,10230
EVT-01140,2024-03-28 14:37:00,2024-03-28 20:07:00,Jalan Ditutup,RD-0162,Jl. HR Rasuna Said - Casablanca,Major,330,3,1,24,0,Kendaraan terguling,Pemasangan marka jalan,Berawan,Jl. Segment 162,Jalan Lingkungan,2.6,1,20,602,0,0,Baik,2023-07-23,-6.247404,106.867174,-6.235457,106.851023,Mangga Dua,0,941
EVT-01141,2024-02-29 14:14:00,2024-02-29 14:53:00,Kemacetan Parah,RD-0156,Jl. Gajah Mada - Mangga Dua,Major,39,4,1,7,0,Kecelakaan tabrakan belakang,Kecelakaan tabrakan belakang,Hujan Sedang,Jl. Segment 156,Jalan Kolektor,5.0,2,50,2136,0,1,Baik,2023-09-01,-6.221012,106.987461,-6.22253,106.97259,Kuningan,0,1888
EVT-01142,2024-03-17 21:53:00,2024-03-17 22:46:00,Kemacetan Parah,RD-0149,Jl. Diponegoro - Cikini,Major,53,3,1,8,0,Proyek perbaikan jalan,Perbaikan saluran air,Hujan Lebat,Jl. Segment 149,Jalan Arteri,6.8,6,50,7956,0,1,Baik,2023-08-19,-6.265907,106.846878,-6.255413,106.833138,Cakung,0,10155
EVT-01143,2024-03-20 03:52:00,2024-03-20 06:47:00,Protes/Unjuk Rasa,RD-0132,Jl. Gatot Subroto - Kuningan,Major,175,3,1,15,0,Insiden struktur jalan,Kendaraan terguling,Hujan Sedang,Jl. Segment 132,Jalan Tol,13.9,8,100,12968,0,0,Baik,2023-05-27,-6.138842,106.708579,-6.133224,106.720423,Cawang,15000,9815
EVT-01144,2024-01-30 20:29:00,2024-01-30 20:59:00,Konvoi,RD-0116,Jl. Gajah Mada - Mangga Dua,Minor,30,1,0,0,0,Konvoi kendaraan resmi,Insiden struktur jalan,Hujan Sedang,Jl. Segment 116,Jalan Kolektor,4.2,4,50,5620,0,1,Baik,2023-02-15,-6.141396,106.887696,-6.130882,106.90634,Kuningan,0,4541
EVT-01145,2024-01-31 12:31:00,2024-01-31 14:24:00,Kecelakaan,RD-0095,Jl. Raya Bogor - Cibubur,Moderate,113,2,1,24,0,Kecelakaan tabrakan belakang,Curah hujan tinggi,Hujan Lebat,Jl. Segment 95,Jalan Lokal,2.9,2,40,1334,0,1,Rusak Ringan,2024-02-09,-6.108713,106.88763,-6.09042,106.896597,PIK,0,1246
EVT-01146,2024-01-25 08:04:00,2024-01-25 08:38:00,Kendaraan Mogok,RD-0122,Jl. Pemuda - Senen,Major,34,1,1,39,0,Proyek perbaikan jalan,Proyek perbaikan jalan,Hujan Sedang,Jl. Segment 122,Jalan Kolektor,1.9,4,50,3720,0,1,Cukup,2022-10-04,-6.113802,106.866518,-6.101923,106.882438,Pluit,0,4709
EVT-01147,2024-01-29 23:18:00,2024-01-29 23:52:00,Kendaraan Mogok,RD-0183,Jl. Proklamasi - Menteng,Critical,34,1,1,31,2,Perbaikan saluran air,Festival jalanan,Cerah,Jl. Segment 183,Jalan Arteri,7.4,4,60,6212,1,1,Baik,2022-07-22,-6.289674,106.903684,-6.307746,106.913494,Menteng,0,8805
EVT-01148,2024-03-04 16:43:00,2024-03-04 19:44:00,Protes/Unjuk Rasa,RD-0169,Jl. Jend. Sudirman - Semanggi,Major,181,4,1,36,0,Insiden struktur jalan,Festival jalanan,Berawan,Jl. Segment 169,Jalan Lingkungan,1.6,2,40,1176,0,1,Cukup,2022-04-29,-6.164967,106.861978,-6.164988,106.85901,Cibubur,0,1548
EVT-01149,2024-01-30 12:40:00,2024-01-30 16:43:00,Pohon Tumbang,RD-0063,Jl. Hayam Wuruk - Harmoni,Major,243,3,1,37,0,Kecelakaan tabrakan belakang,Kecelakaan tunggal,Hujan Lebat,Jl. Segment 63,Jalan Arteri,9.9,6,50,9618,1,1,Cukup,2023-04-13,-6.267911,106.948252,-6.250185,106.948383,Depok,0,12710
EVT-01150,2024-02-10 19:23:00,2024-02-10 22:07:00,Kecelakaan,RD-0118,Jl. MT Haryono - Cawang,Moderate,164,3,0,0,1,Pemasangan marka jalan,Kecelakaan beruntun,Cerah,Jl. Segment 118,Jalan Tol,10.9,8,100,13272,1,0,Cukup,2024-02-05,-6.177667,106.941969,-6.161197,106.953914,Menteng,10000,17227
EVT-01151,2024-03-22 02:56:00,2024-03-22 08:44:00,Kemacetan Parah,RD-0013,Jl. Hayam Wuruk - Harmoni,Moderate,348,1,1,45,0,Proyek perbaikan jalan,Kendaraan mogok di jalan,Hujan Sedang,Jl. Segment 13,Jalan Tol,18.7,8,120,12040,0,0,Baik,2023-01-03,-6.335083,106.788392,-6.344905,106.788398,Blok M,10000,13255
EVT-01152,2024-02-10 23:40:00,2024-02-11 00:57:00,Kendaraan Mogok,RD-0193,Jl. Thamrin - Monas,Major,77,2,1,26,1,Drainase tersumbat,Drainase tersumbat,Hujan Lebat,Jl. Segment 193,Jalan Kolektor,4.9,4,60,3576,0,1,Rusak Ringan,2022-07-05,-6.152353,106.802273,-6.136434,106.794513,Tangerang,0,4898
EVT-01153,2024-03-29 16:00:00,2024-03-31 14:41:00,Perbaikan Jalan,RD-0156,Jl. Jend. Gatot Subroto - Slipi,Moderate,2801,3,1,5,0,Insiden struktur jalan,Jalan rusak,Hujan Ringan,Jl. Segment 156,Jalan Kolektor,5.0,2,50,2136,0,1,Baik,2023-09-01,-6.221012,106.987461,-6.22253,106.97259,Kuningan,0,1888
EVT-01154,2024-01-07 19:08:00,2024-01-10 01:43:00,Perbaikan Jalan,RD-0151,Jl. HR Rasuna Said - Casablanca,Moderate,3275,2,1,37,0,Kecelakaan beruntun,Bahan berbahaya tumpah,Cerah,Jl. Segment 151,Jalan Lingkungan,1.1,1,40,661,0,1,Rusak Ringan,2022-12-01,-6.345451,106.935468,-6.350646,106.953466,Kelapa Gading,0,844
EVT-01155,2024-01-10 11:51:00,2024-01-10 12:46:00,Kemacetan Parah,RD-0014,Jl. Satrio - Mega Kuningan,Major,55,4,1,13,0,Kendaraan terguling,Proyek perbaikan jalan,Cerah,Jl. Segment 14,Jalan Lokal,1.8,1,20,778,0,0,Cukup,2022-08-10,-6.219377,106.809475,-6.200861,106.794587,Kuningan,0,835
EVT-01156,2024-02-17 08:25:00,2024-02-19 08:29:00,Perbaikan Jalan,RD-0076,Jl. Hayam Wuruk - Harmoni,Moderate,2884,4,1,37,0,Pemasangan marka jalan,Festival jalanan,Hujan Lebat,Jl. Segment 76,Jalan Lingkungan,2.1,1,20,420,0,0,Baik,2023-12-23,-6.250253,106.967498,-6.268558,106.96282,Sudirman,0,623
EVT-01157,2024-01-02 16:58:00,2024-01-02 21:55:00,Protes/Unjuk Rasa,RD-0194,Jl. Casablanca - Kampung Melayu,Moderate,297,1,1,22,0,Pemasangan marka jalan,Proyek perbaikan jalan,Hujan Lebat,Jl. Segment 194,Jalan Arteri,9.7,6,80,10476,1,0,Baik,2023-07-15,-6.223036,106.759054,-6.214148,106.753365,Mangga Dua,0,20287
EVT-01158,2024-03-06 21:30:00,2024-03-07 04:20:00,Banjir,RD-0130,Jl. Kramat Raya - Senen,Critical,410,3,1,42,0,Perbaikan saluran air,Kecelakaan beruntun,Hujan Lebat,Jl. Segment 130,Jalan Kolektor,4.0,4,60,3780,0,0,Baik,2023-06-24,-6.149785,106.76061,-6.146949,106.773666,Mangga Dua,0,3886
EVT-01159,2024-03-21 09:03:00,2024-03-21 10:35:00,Kecelakaan,RD-0064,Jl. HR Rasuna Said - Casablanca,Moderate,92,3,1,33,0,Bahan berbahaya tumpah,Kendaraan mogok di jalan,Berawan,Jl. Segment 64,Jalan Lingkungan,1.3,2,20,978,0,0,Baik,2022-10-12,-6.144983,106.906525,-6.139059,106.921398,Pluit,0,1186
EVT-01160,2024-01-27 00:15:00,2024-01-27 02:55:00,Konvoi,RD-0079,Jl. Pemuda - Senen,Major,160,2,1,27,0,Insiden struktur jalan,Pemasangan marka jalan,Cerah,Jl. Segment 79,Jalan Kolektor,4.0,2,60,2186,0,0,Cukup,2022-08-01,-6.150981,106.899315,-6.141078,106.881524,PIK,0,2540
EVT-01161,2024-02-17 05:25:00,2024-02-17 10:00:00,Kemacetan Parah,RD-0060,Jl. Asia Afrika - Gelora Bung Karno,Major,275,1,1,5,0,Bahan berbahaya tumpah,Kendaraan mogok di jalan,Hujan Ringan,Jl. Segment 60,Jalan Lingkungan,0.9,2,30,916,0,0,Rusak Ringan,2023-04-24,-6.341224,106.83104,-6.344775,106.846195,Kelapa Gading,0,1402
EVT-01162,2024-01-04 21:27:00,2024-01-04 22:34:00,Kecelakaan,RD-0075,Jl. Jend. Gatot Subroto - Slipi,Moderate,67,1,1,13,0,Konvoi kendaraan resmi,Festival jalanan,Hujan Ringan,Jl. Segment 75,Jalan Kolektor,2.8,2,40,2222,0,0,Rusak Berat,2022-06-03,-6.295411,106.821601,-6.285403,106.807202,Depok,0,3126
EVT-01163,2024-03-12 10:43:00,2024-03-12 15:19:00,Konvoi,RD-0166,Jl. Asia Afrika - Gelora Bung Karno,Major,276,3,1,16,0,Pemasangan marka jalan,Kecelakaan beruntun,Hujan Lebat,Jl. Segment 166,Jalan Lingkungan,2.4,1,40,781,0,0,Rusak Ringan,2024-01-27,-6.28512,106.733146,-6.284932,106.741688,Grogol,0,586
EVT-01164,2024-01-06 12:36:00,2024-01-06 19:33:00,Banjir,RD-0011,Jl. Asia Afrika - Gelora Bung Karno,Major,417,4,1,22,0,Kendaraan terguling,Proyek perbaikan jalan,Hujan Ringan,Jl. Segment 11,Jalan Lokal,2.6,1,20,566,0,0,Baik,2022-08-10,-6.229897,106.715647,-6.215547,106.710705,Menteng,0,594
EVT-01165,2024-02-05 03:16:00,2024-02-07 22:52:00,Perbaikan Jalan,RD-0109,Jl. Jend. Sudirman - Semanggi,Moderate,4056,1,1,26,0,Kendaraan mogok di jalan,Kendaraan terguling,Berawan,Jl. Segment 109,Jalan Kolektor,2.0,2,50,1616,0,0,Baik,2023-07-17,-6.273665,106.951304,-6.265464,106.966282,PIK,0,1694
EVT-01166,2024-02-04 09:02:00,2024-02-04 10:13:00,Pohon Tumbang,RD-0195,Jl. Proklamasi - Menteng,Major,71,3,1,40,0,Konvoi kendaraan resmi,Insiden struktur jalan,Hujan Ringan,Jl. Segment 195,Jalan Tol,23.6,4,100,6244,0,0,Rusak Ringan,2022-04-24,-6.114807,106.862922,-6.130317,106.882122,Kelapa Gading,25000,10256
EVT-01167,2024-02-27 09:52:00,2024-02-28 20:53:00,Perbaikan Jalan,RD-0144,Jl. Diponegoro - Cikini,Major,2101,1,1,19,0,Kendaraan terguling,Insiden struktur jalan,Berawan,Jl. Segment 144,Jalan Arteri,8.5,4,60,5980,0,0,Baik,2022-04-28,-6.27231,106.761228,-6.287075,106.775563,Kemang,0,7623
EVT-01168,2024-01-11 16:31:00,2024-01-11 18:37:00,Konvoi,RD-0101,Jl. Satrio - Mega Kuningan,Major,126,4,1,13,0,Konvoi kendaraan resmi,Pemasangan marka jalan,Cerah,Jl. Segment 101,Jalan Tol,10.6,6,80,9726,1,0,Baik,2024-01-19,-6.10603,106.90587,-6.120006,106.892223,Bekasi,5000,12626
EVT-01169,2024-03-17 19:30:00,2024-03-18 03:16:00,Banjir,RD-0071,Jl. HR Rasuna Said - Casablanca,Moderate,466,3,0,0,0,Proyek perbaikan jalan,Kendaraan mogok di jalan,Cerah,Jl. Segment 71,Jalan Tol,7.2,4,100,6368,0,0,Cukup,2023-11-15,-6.342626,106.782702,-6.354592,106.783374,Depok,15000,8297
EVT-01170,2024-03-18 16:37:00,2024-03-18 21:09:00,Protes/Unjuk Rasa,RD-0026,Jl. Pemuda - Senen,Critical,272,4,1,36,0,Kecelakaan beruntun,Curah hujan tinggi,Hujan Sedang,Jl. Segment 26,Jalan Lokal,0.8,1,30,546,0,1,Cukup,2022-06-15,-6.234315,106.877826,-6.241356,106.867461,Bekasi,0,741
EVT-01171,2024-03-27 08:30:00,2024-03-27 11:20:00,Kemacetan Parah,RD-0159,Jl. Jend. Sudirman - Semanggi,Critical,170,3,1,28,0,Bahan berbahaya tumpah,Bahan berbahaya tumpah,Berawan,Jl. Segment 159,Jalan Kolektor,1.9,4,50,5560,0,0,Baik,2023-06-13,-6.255875,106.993378,-6.250728,106.987002,Senen,0,8468
EVT-01172,2024-02-04 23:35:00,2024-02-05 00:23:00,Kecelakaan,RD-0068,Jl. Sudirman - Bundaran HI,Moderate,48,1,0,0,0,Pemasangan marka jalan,Insiden struktur jalan,Cerah,Jl. Segment 68,Jalan Kolektor,3.0,2,50,2710,0,0,Rusak Ringan,2023-09-04,-6.294868,106.911435,-6.279477,106.899857,Cibubur,0,2133
EVT-01173,2024-02-09 07:35:00,2024-02-09 11:49:00,Konvoi,RD-0074,Jl. Sudirman - Bundaran HI,Minor,254,2,0,0,0,Kecelakaan beruntun,Jalan rusak,Hujan Lebat,Jl. Segment 74,Jalan Tol,13.5,8,80,13168,0,0,Cukup,2022-09-16,-6.270629,106.975717,-6.280447,106.95679,Sunter,5000,16205
EVT-01174,2024-03-23 14:38:00,2024-03-23 15:46:00,Pohon Tumbang,RD-0037,Jl. Casablanca - Kampung Melayu,Major,68,1,1,6,0,Drainase tersumbat,Konvoi kendaraan resmi,Hujan Sedang,Jl. Segment 37,Jalan Arteri,5.8,4,60,6756,0,0,Rusak Ringan,2022-04-16,-6.237178,106.966539,-6.220745,106.968809,Bekasi,0,9007
EVT-01175,2024-03-09 17:32:00,2024-03-09 23:29:00,Acara Khusus,RD-0001,Jl. Jend. Gatot Subroto - Slipi,Moderate,357,2,1,10,0,Jalan rusak,Festival jalanan,Hujan Ringan,Jl. Segment 1,Jalan Kolektor,4.3,4,60,5384,0,0,Cukup,2022-12-21,-6.173938,106.920654,-6.187271,106.937674,PIK,0,10833
EVT-01176,2024-01-26 16:04:00,2024-01-26 20:36:00,Jalan Ditutup,RD-0063,Jl. Pemuda - Senen,Major,272,4,1,18,0,Drainase tersumbat,Jalan rusak,Hujan Lebat,Jl. Segment 63,Jalan Arteri,9.9,6,50,9618,1,1,Cukup,2023-04-13,-6.267911,106.948252,-6.250185,106.948383,Depok,0,12710
EVT-01177,2024-02-24 13:25:00,2024-02-24 16:48:00,Jalan Ditutup,RD-0142,Jl. Diponegoro - Cikini,Major,203,3,1,34,0,Pemasangan marka jalan,Festival jalanan,Hujan Sedang,Jl. Segment 142,Jalan Lingkungan,1.7,1,20,680,0,0,Baik,2022-04-30,-6.29715,106.800208,-6.304785,106.817107,PIK,0,508
EVT-01178,2024-02-20 22:28:00,2024-02-20 23:02:00,Pohon Tumbang,RD-0077,Jl. HR Rasuna Said - Casablanca,Moderate,34,2,1,8,0,Perbaikan saluran air,Festival jalanan,Hujan Ringan,Jl. Segment 77,Jalan Tol,24.1,4,100,6252,0,0,Baik,2023-07-30,-6.257631,106.942792,-6.257197,106.929462,Sudirman,15000,7523
EVT-01179,2024-03-30 03:27:00,2024-03-30 04:11:00,Konvoi,RD-0042,Jl. MT Haryono - Cawang,Moderate,44,2,1,6,0,Kecelakaan beruntun,Jalan rusak,Hujan Lebat,Jl. Segment 42,Jalan Arteri,2.1,4,60,6800,0,1,Baik,2023-05-29,-6.343794,106.894,-6.335494,106.88213,Sudirman,0,8926
EVT-01180,2024-01-12 04:38:00,2024-01-12 06:42:00,Kecelakaan,RD-0172,Jl. Jend. Sudirman - Semanggi,Moderate,124,3,1,15,0,Perbaikan saluran air,Insiden struktur jalan,Hujan Sedang,Jl. Segment 172,Jalan Arteri,9.3,4,50,6800,0,1,Baik,2023-07-20,-6.154833,106.865005,-6.152526,106.876233,Bekasi,0,7856
EVT-01181,2024-01-23 18:19:00,2024-01-23 18:45:00,Kecelakaan,RD-0192,Jl. Casablanca - Kampung Melayu,Major,26,4,1,41,1,Curah hujan tinggi,Konvoi kendaraan resmi,Hujan Ringan,Jl. Segment 192,Jalan Lingkungan,2.6,2,40,814,0,1,Baik,2022-12-23,-6.203036,106.907293,-6.190853,106.893292,Mangga Dua,0,679
EVT-01182,2024-03-09 06:34:00,2024-03-09 12:34:00,Protes/Unjuk Rasa,RD-0021,Jl. Rasuna Said - Setiabudi,Major,360,4,1,12,0,Pemasangan marka jalan,Pemasangan marka jalan,Cerah,Jl. Segment 21,Jalan Kolektor,4.8,2,50,2806,0,0,Baik,2023-10-21,-6.284543,106.774239,-6.29749,106.775623,Cibubur,0,3393
EVT-01183,2024-03-03 02:42:00,2024-03-03 04:02:00,Konvoi,RD-0164,Jl. Sudirman - Bundaran HI,Minor,80,2,1,12,0,Curah hujan tinggi,Drainase tersumbat,Cerah,Jl. Segment 164,Jalan Lingkungan,2.7,1,30,590,0,0,Cukup,2023-12-07,-6.174071,106.934802,-6.155716,106.926286,Menteng,0,641
EVT-01184,2024-02-20 20:52:00,2024-02-21 02:41:00,Kemacetan Parah,RD-0012,Jl. MT Haryono - Cawang,Moderate,349,2,1,33,0,Kendaraan mogok di jalan,Kecelakaan tunggal,Cerah,Jl. Segment 12,Jalan Tol,14.0,8,100,13600,1,0,Cukup,2022-10-26,-6.269852,106.777147,-6.275032,106.762697,Pluit,5000,9918
EVT-01185,2024-03-11 08:20:00,2024-03-11 10:18:00,Pohon Tumbang,RD-0067,Jl. Gajah Mada - Mangga Dua,Major,118,2,1,7,0,Konvoi kendaraan resmi,Jalan rusak,Hujan Ringan,Jl. Segment 67,Jalan Arteri,6.3,4,50,6748,0,1,Rusak Ringan,2024-01-07,-6.156561,106.874324,-6.150339,106.893652,Kuningan,0,7047
EVT-01186,2024-03-31 07:43:00,2024-03-31 09:48:00,Banjir,RD-0087,Jl. Proklamasi - Menteng,Major,125,3,1,20,0,Kendaraan mogok di jalan,Kecelakaan beruntun,Hujan Ringan,Jl. Segment 87,Jalan Lokal,2.8,1,40,432,0,1,Baik,2024-02-03,-6.29308,106.848848,-6.28077,106.843065,Sudirman,0,727
EVT-01187,2024-01-26 06:06:00,2024-01-28 00:50:00,Perbaikan Jalan,RD-0148,Jl. Diponegoro - Cikini,Moderate,2564,4,1,27,0,Kecelakaan tunggal,Kecelakaan tunggal,Hujan Lebat,Jl. Segment 148,Jalan Tol,7.8,4,80,6028,1,0,Cukup,2022-06-05,-6.107267,106.727882,-6.087672,106.739956,Menteng,15000,6095
EVT-01188,2024-01-12 23:06:00,2024-01-13 03:31:00,Banjir,RD-0160,Jl. Pemuda - Senen,Critical,265,4,1,28,0,Pemasangan marka jalan,Kendaraan terguling,Berawan,Jl. Segment 160,Jalan Tol,17.6,4,100,6696,0,0,Cukup,2022-10-12,-6.247096,106.782557,-6.246512,106.781276,Senayan,5000,6659
EVT-01189,2024-01-09 18:30:00,2024-01-09 23:08:00,Protes/Unjuk Rasa,RD-0159,Jl. Rasuna Said - Setiabudi,Moderate,278,4,0,0,0,Curah hujan tinggi,Kendaraan mogok di jalan,Berawan,Jl. Segment 159,Jalan Kolektor,1.9,4,50,5560,0,0,Baik,2023-06-13,-6.255875,106.993378,-6.250728,106.987002,Senen,0,8468
EVT-01190,2024-02-01 16:03:00,2024-02-01 20:35:00,Jalan Ditutup,RD-0159,Jl. Kramat Raya - Senen,Moderate,272,1,0,0,0,Curah hujan tinggi,Proyek perbaikan jalan,Hujan Ringan,Jl. Segment 159,Jalan Kolektor,1.9,4,50,5560,0,0,Baik,2023-06-13,-6.255875,106.993378,-6.250728,106.987002,Senen,0,8468
EVT-01191,2024-01-06 13:21:00,2024-01-06 16:30:00,Pohon Tumbang,RD-0073,Jl. Raya Bogor - Cibubur,Major,189,4,1,22,0,Kecelakaan tunggal,Bahan berbahaya tumpah,Hujan Sedang,Jl. Segment 73,Jalan Kolektor,1.5,4,50,5840,0,0,Baik,2023-05-01,-6.210248,106.992234,-6.226769,106.997742,Menteng,0,7800
EVT-01192,2024-01-03 21:03:00,2024-01-03 22:02:00,Protes/Unjuk Rasa,RD-0143,Jl. Jend. Gatot Subroto - Slipi,Moderate,59,2,1,12,0,Jalan rusak,Pemasangan marka jalan,Hujan Ringan,Jl. Segment 143,Jalan Tol,16.9,6,100,11292,1,0,Cukup,2023-02-09,-6.102091,106.754647,-6.097287,106.756416,Tangerang,25000,11268
EVT-01193,2024-03-02 18:25:00,2024-03-02 19:39:00,Banjir,RD-0063,Jl. HR Rasuna Said - Casablanca,Major,74,1,1,18,0,Kecelakaan tunggal,Kecelakaan tabrakan belakang,Cerah,Jl. Segment 63,Jalan Arteri,9.9,6,50,9618,1,1,Cukup,2023-04-13,-6.267911,106.948252,-6.250185,106.948383,Depok,0,12710
EVT-01194,2024-02-13 21:08:00,2024-02-14 02:12:00,Kemacetan Parah,RD-0068,Jl. Jend. Sudirman - Semanggi,Minor,304,3,0,0,0,Kecelakaan tunggal,Kecelakaan beruntun,Hujan Lebat,Jl. Segment 68,Jalan Kolektor,3.0,2,50,2710,0,0,Rusak Ringan,2023-09-04,-6.294868,106.911435,-6.279477,106.899857,Cibubur,0,2133
EVT-01195,2024-03-19 04:18:00,2024-03-19 05:38:00,Kecelakaan,RD-0081,Jl. Thamrin - Monas,Moderate,80,4,1,34,0,Proyek perbaikan jalan,Drainase tersumbat,Berawan,Jl. Segment 81,Jalan Kolektor,1.3,4,50,3700,0,1,Cukup,2023-07-13,-6.124581,106.806052,-6.134557,106.80994,Sudirman,0,5824
EVT-01196,2024-02-27 20:00:00,2024-02-28 04:39:00,Acara Khusus,RD-0168,Jl. Gajah Mada - Mangga Dua,Minor,519,1,1,35,0,Jalan rusak,Kecelakaan beruntun,Berawan,Jl. Segment 168,Jalan Lingkungan,0.7,2,20,1492,0,0,Baik,2022-08-21,-6.176148,106.869758,-6.165227,106.874954,Blok M,0,2990
EVT-01197,2024-01-08 02:31:00,2024-01-09 17:08:00,Perbaikan Jalan,RD-0124,Jl. Thamrin - Monas,Moderate,2317,2,1,38,0,Festival jalanan,Proyek perbaikan jalan,Hujan Ringan,Jl. Segment 124,Jalan Kolektor,4.3,4,60,4600,0,1,Baik,2023-02-05,-6.148069,106.991064,-6.167257,106.989665,Sudirman,0,3972
EVT-01198,2024-01-08 01:24:00,2024-01-08 03:08:00,Kecelakaan,RD-0094,Jl. Asia Afrika - Gelora Bung Karno,Moderate,104,3,1,43,0,Kecelakaan tabrakan belakang,Curah hujan tinggi,Cerah,Jl. Segment 94,Jalan Arteri,3.8,4,60,6928,0,1,Cukup,2023-02-08,-6.277778,106.925251,-6.285175,106.91144,Cawang,0,10954
EVT-01199,2024-02-04 09:14:00,2024-02-04 10:11:00,Jalan Ditutup,RD-0033,Jl. Pemuda - Senen,Major,57,3,1,27,0,Kecelakaan tabrakan belakang,Proyek perbaikan jalan,Berawan,Jl. Segment 33,Jalan Arteri,6.7,4,80,5848,1,1,Baik,2024-02-15,-6.133781,106.923052,-6.130973,106.912178,Cawang,0,10333
EVT-01200,2024-03-06 16:45:00,2024-03-06 19:01:00,Jalan Ditutup,RD-0068,Jl. Satrio - Mega Kuningan,Moderate,136,3,1,18,0,Proyek perbaikan jalan,Konvoi kendaraan resmi,Berawan,Jl. Segment 68,Jalan Kolektor,3.0,2,50,2710,0,0,Rusak Ringan,2023-09-04,-6.294868,106.911435,-6.279477,106.899857,Cibubur,0,2133
EVT-01201,2024-02-25 18:30:00,2024-02-25 21:19:00,Banjir,RD-0031,Jl. HR Rasuna Said - Casablanca,Critical,169,3,1,6,0,Kendaraan terguling,Kecelakaan tunggal,Hujan Lebat,Jl. Segment 31,Jalan Kolektor,4.6,4,60,3264,0,0,Baik,2023-07-04,-6.302765,106.825749,-6.312727,106.836804,Bekasi,0,4867
EVT-01202,2024-01-21 13:32:00,2024-01-21 14:10:00,Kendaraan Mogok,RD-0057,Jl. Sudirman - Bundaran HI,Minor,38,2,0,0,0,Pemasangan marka jalan,Kecelakaan beruntun,Hujan Sedang,Jl. Segment 57,Jalan Lokal,0.8,2,20,1554,0,1,Cukup,2023-09-03,-6.101649,106.907809,-6.112092,106.907348,Kelapa Gading,0,1445
EVT-01203,2024-02-28 16:09:00,2024-02-28 19:23:00,Protes/Unjuk Rasa,RD-0081,Jl. Casablanca - Kampung Melayu,Major,194,2,1,21,0,Curah hujan tinggi,Pemasangan marka jalan,Hujan Lebat,Jl. Segment 81,Jalan Kolektor,1.3,4,50,3700,0,1,Cukup,2023-07-13,-6.124581,106.806052,-6.134557,106.80994,Sudirman,0,5824
EVT-01204,2024-02-27 05:06:00,2024-02-27 06:32:00,Konvoi,RD-0071,Jl. HR Rasuna Said - Casablanca,Minor,86,3,1,12,0,Kendaraan mogok di jalan,Kecelakaan tunggal,Berawan,Jl. Segment 71,Jalan Tol,7.2,4,100,6368,0,0,Cukup,2023-11-15,-6.342626,106.782702,-6.354592,106.783374,Depok,15000,8297
EVT-01205,2024-02-01 11:23:00,2024-02-01 16:07:00,Banjir,RD-0082,Jl. Raden Saleh - Salemba,Moderate,284,1,1,43,0,Proyek perbaikan jalan,Proyek perbaikan jalan,Cerah,Jl. Segment 82,Jalan Kolektor,3.6,2,60,2254,0,1,Baik,2023-06-08,-6.288364,106.817472,-6.278796,106.813958,Senayan,0,3442
EVT-01206,2024-03-15 13:45:00,2024-03-15 15:51:00,Kendaraan Mogok,RD-0052,Jl. Kramat Raya - Senen,Moderate,126,4,1,10,0,Kecelakaan tabrakan belakang,Kendaraan mogok di jalan,Hujan Lebat,Jl. Segment 52,Jalan Kolektor,4.9,4,40,4640,0,1,Baik,2023-09-01,-6.229081,106.803191,-6.235803,106.821158,Kuningan,0,4230
EVT-01207,2024-03-30 22:31:00,2024-03-31 01:38:00,Jalan Ditutup,RD-0185,Jl. MT Haryono - Cawang,Minor,187,3,1,10,0,Curah hujan tinggi,Jalan rusak,Hujan Lebat,Jl. Segment 185,Jalan Lokal,2.7,1,40,427,0,1,Baik,2023-02-14,-6.226616,106.802094,-6.213522,106.80055,Slipi,0,677
EVT-01208,2024-02-06 21:36:00,2024-02-06 23:12:00,Pohon Tumbang,RD-0159,Jl. Raya Bogor - Cibubur,Minor,96,2,1,42,0,Drainase tersumbat,Kendaraan terguling,Cerah,Jl. Segment 159,Jalan Kolektor,1.9,4,50,5560,0,0,Baik,2023-06-13,-6.255875,106.993378,-6.250728,106.987002,Senen,0,8468
